Timestamp,Vehicle_ID,Latitude,Longitude,Speed_kmh
2024-01-01 00:00:00,V1,40.7172012233062,-74.06913422246161,25
2024-01-01 04:00:00,V1,40.71026104625645,-74.08182316774187,41
2024-01-01 08:00:00,V1,40.7300402328526,-74.07739856171278,4
2024-01-01 12:00:00,V1,40.72639809531933,-74.08696311012501,0
2024-01-01 16:00:00,V1,40.73084314354754,-74.07256236241197,57
2024-01-01 20:00:00,V1,40.70448962816891,-74.07809755816294,78
2024-01-02 00:00:00,V1,40.71127000466503,-74.08882676959733,43
2024-01-02 04:00:00,V1,40.71155870493847,-74.08058576177467,3
2024-01-02 08:00:00,V1,40.72900943828506,-74.08189308011663,6
2024-01-02 12:00:00,V1,40.71764437465871,-74.08040463483016,58
2024-01-02 16:00:00,V1,40.72485861414017,-74.08311752155221,15
2024-01-02 20:00:00,V1,40.716707434070656,-74.07680721656108,6
2024-01-03 00:00:00,V1,40.703292521023435,-74.07827544722377,74
2024-01-03 04:00:00,V1,40.720269258699595,-74.0803008150843,72
2024-01-03 08:00:00,V1,40.71106224845328,-74.07826163339831,34
2024-01-03 12:00:00,V1,40.71708300239231,-74.08376198913975,61
2024-01-03 16:00:00,V1,40.71760896567811,-74.09226470441261,18
2024-01-03 20:00:00,V1,40.72774924640594,-74.09731666940851,6
2024-01-04 00:00:00,V1,40.710856142403905,-74.07950479461013,42
2024-01-04 04:00:00,V1,40.73024907114566,-74.08378473872996,44
2024-01-04 08:00:00,V1,40.72470005523838,-74.09735594026753,74
2024-01-04 12:00:00,V1,40.7153861178602,-74.09176117533322,17
2024-01-04 16:00:00,V1,40.72562241960411,-74.09798204555756,74
2024-01-04 20:00:00,V1,40.69358224967237,-74.10705956296864,56
2024-01-05 00:00:00,V1,40.752262692215204,-74.08848289091706,50
2024-01-05 04:00:00,V1,40.70568013820764,-74.06830051351888,64
2024-01-05 08:00:00,V1,40.73913931923393,-74.08653949432788,60
2024-01-05 12:00:00,V1,40.707460287443126,-74.09348560415026,56
2024-01-05 16:00:00,V1,40.73079269691007,-74.09606579618182,24
2024-01-05 20:00:00,V1,40.72726051156376,-74.08659190191804,56
2024-01-06 00:00:00,V1,40.71630368806777,-74.0713190576536,47
2024-01-06 04:00:00,V1,40.72372498551607,-74.0697630075478,65
2024-01-06 08:00:00,V1,40.721178079058745,-74.09097050777542,77
2024-01-06 12:00:00,V1,40.72136364007615,-74.08163107851989,66
2024-01-06 16:00:00,V1,40.72697460127962,-74.07244952828167,78
2024-01-06 20:00:00,V1,40.72848679071835,-74.0804475877812,45
2024-01-07 00:00:00,V1,40.73650560932769,-74.08106562035248,23
2024-01-07 04:00:00,V1,40.729659477015964,-74.09048017311926,22
2024-01-07 08:00:00,V1,40.723012176516455,-74.07666983243556,39
2024-01-07 12:00:00,V1,40.7392086344159,-74.09531877313482,44
2024-01-07 16:00:00,V1,40.705575779911484,-74.09024421981402,36
2024-01-07 20:00:00,V1,40.72027744200987,-74.0901280576363,55
2024-01-08 00:00:00,V1,40.72221787327969,-74.09002545726784,51
2024-01-08 04:00:00,V1,40.72977945206186,-74.10551111527174,49
2024-01-08 08:00:00,V1,40.71775362351907,-74.07194255312059,38
2024-01-08 12:00:00,V1,40.72406455587331,-74.07322982742565,10
2024-01-08 16:00:00,V1,40.721451788981135,-74.07268014501297,32
2024-01-08 20:00:00,V1,40.723873605322964,-74.08909788785408,17
2024-01-09 00:00:00,V1,40.71366635942746,-74.08904092227836,48
2024-01-09 04:00:00,V1,40.730119780497525,-74.06844127216962,50
2024-01-09 08:00:00,V1,40.72547195966315,-74.09213453217133,31
2024-01-09 12:00:00,V1,40.720396467227694,-74.09184384502157,34
2024-01-09 16:00:00,V1,40.73793621092036,-74.06744631698093,8
2024-01-09 20:00:00,V1,40.717064903380745,-74.09713723781411,56
2024-01-10 00:00:00,V1,40.70841288397132,-74.092259504961,66
2024-01-10 04:00:00,V1,40.709275232853074,-74.07215242571556,33
2024-01-10 08:00:00,V1,40.722176246409425,-74.08247034569118,73
2024-01-10 12:00:00,V1,40.734654469939294,-74.08585124034902,47
2024-01-10 16:00:00,V1,40.7285748207184,-74.09186847804841,43
2024-01-10 20:00:00,V1,40.73274612472287,-74.06602447595351,23
2024-01-11 00:00:00,V1,40.72040602828369,-74.09093075549299,15
2024-01-11 04:00:00,V1,40.724104425730566,-74.07225280730884,0
2024-01-11 08:00:00,V1,40.705246461881416,-74.08884446764633,7
2024-01-11 12:00:00,V1,40.72176939661498,-74.10610279320339,16
2024-01-11 16:00:00,V1,40.721222454463785,-74.09179234984965,74
2024-01-11 20:00:00,V1,40.73162185284693,-74.08795151130037,77
2024-01-12 00:00:00,V1,40.7099782470628,-74.08117807973366,5
2024-01-12 04:00:00,V1,40.73246788577431,-74.1026896472379,12
2024-01-12 08:00:00,V1,40.71542331902002,-74.08608540594639,40
2024-01-12 12:00:00,V1,40.72864657885404,-74.06655149997162,69
2024-01-12 16:00:00,V1,40.71104352272862,-74.08522942320754,5
2024-01-12 20:00:00,V1,40.70990684771137,-74.07560557580517,64
2024-01-13 00:00:00,V1,40.704553929028286,-74.08430664538577,74
2024-01-13 04:00:00,V1,40.741983321083524,-74.07073149002647,14
2024-01-13 08:00:00,V1,40.72912359022447,-74.06881847588939,39
2024-01-13 12:00:00,V1,40.72815210531368,-74.07523070211307,34
2024-01-13 16:00:00,V1,40.728203849112724,-74.0760800392266,52
2024-01-13 20:00:00,V1,40.71338064600824,-74.09456295750958,5
2024-01-14 00:00:00,V1,40.72853441299306,-74.08831437091851,52
2024-01-14 04:00:00,V1,40.7045896336854,-74.07402415814272,49
2024-01-14 08:00:00,V1,40.7110177249073,-74.09625441422656,6
2024-01-14 12:00:00,V1,40.73411412722097,-74.09503736512092,42
2024-01-14 16:00:00,V1,40.73093824968142,-74.06910599065877,73
2024-01-14 20:00:00,V1,40.70342516755594,-74.08771431301871,26
2024-01-15 00:00:00,V1,40.724292274855785,-74.08990878282974,57
2024-01-15 04:00:00,V1,40.70479912247759,-74.103364286358,62
2024-01-15 08:00:00,V1,40.719783415516105,-74.08125314980876,17
2024-01-15 12:00:00,V1,40.72480495066732,-74.07890088954412,36
2024-01-15 16:00:00,V1,40.711556672722836,-74.0839660306944,45
2024-01-15 20:00:00,V1,40.72810656722342,-74.05742310920147,44
2024-01-16 00:00:00,V1,40.69842431753842,-74.08812546450942,59
2024-01-16 04:00:00,V1,40.71175933790635,-74.08752675378926,25
2024-01-16 08:00:00,V1,40.7240150005233,-74.08285729361889,26
2024-01-16 12:00:00,V1,40.73104308362555,-74.08109453345917,19
2024-01-16 16:00:00,V1,40.74188508340367,-74.09428498514306,63
2024-01-16 20:00:00,V1,40.72984701127372,-74.09524194360063,28
2024-01-17 00:00:00,V1,40.71537682125145,-74.07512569213999,18
2024-01-17 04:00:00,V1,40.711799912134666,-74.08879880717956,17
2024-01-17 08:00:00,V1,40.72418914322506,-74.08966494670045,40
2024-01-17 12:00:00,V1,40.713504203675186,-74.07685761963185,27
2024-01-17 16:00:00,V1,40.72727609549343,-74.08540982445301,54
2024-01-17 20:00:00,V1,40.7267829636408,-74.06571440766766,44
2024-01-18 00:00:00,V1,40.71630484972422,-74.08573286396161,42
2024-01-18 04:00:00,V1,40.711350728162344,-74.08829250347581,44
2024-01-18 08:00:00,V1,40.719690385390244,-74.08964813993758,64
2024-01-18 12:00:00,V1,40.73462117941868,-74.08219161789314,22
2024-01-18 16:00:00,V1,40.72316890858229,-74.08314607893833,74
